Month_Year,Region,Crop,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Texture,Soil_Saturation_pct,Land_Size_acres,Past_Yield_tons_acre,Suitable_Crop
03-2022,Nyanza,Maize,160.01,19.05,67.0,5.98,Sandy Loam,34.8,2.11,0.995,Maize
03-2022,Nyanza,Maize,162.14,23.7,69.01,5.25,Clay Loam,85.1,6.18,1.127,Maize
03-2022,Nyanza,Beans,174.19,23.18,76.16,5.22,Clay,98.6,5.92,0.508,Maize
03-2022,Nyanza,Millet,55.68,22.73,67.57,5.47,Clay Loam,63.8,1.01,0.565,Maize
03-2022,Nyanza,Beans,160.89,22.88,69.39,5.35,Clay,85.2,8.21,0.866,Maize
03-2022,Nyanza,Maize,172.46,19.84,74.54,6.04,Clay Loam,58.2,2.92,1.301,Maize
03-2022,Nyanza,Beans,178.39,22.21,79.56,5.77,Sandy Loam,53.2,1.4,0.597,Maize
03-2022,Nyanza,Maize,157.67,20.42,82.7,5.49,Clay,84.1,6.73,0.92,Maize
03-2022,Nyanza,Maize,71.74,21.81,67.11,6.45,Clay Loam,85.4,5.44,1.961,Maize
03-2022,Nyanza,Beans,84.63,18.4,73.27,6.27,Clay,87.8,7.43,0.898,Maize
03-2022,Nyanza,Maize,170.9,23.52,69.77,4.93,Clay Loam,71.0,7.35,1.682,Maize
03-2022,Nyanza,Maize,121.39,20.0,66.99,5.14,Clay Loam,63.8,6.92,1.259,Maize
03-2022,Nyanza,Maize,128.93,20.58,80.59,5.48,Sandy Loam,26.3,1.63,1.575,Maize
03-2022,Nyanza,Maize,161.08,21.35,72.5,6.26,Clay,86.0,1.16,1.103,Maize
03-2022,Nyanza,Beans,154.07,23.32,75.79,5.36,Sandy Loam,53.4,2.84,0.829,Maize
03-2022,Nyanza,Millet,203.42,22.91,68.64,4.68,Sandy Loam,40.7,7.11,0.625,Maize
03-2022,Nyanza,Maize,87.76,23.4,65.52,5.85,Clay,90.3,2.83,0.765,Maize
03-2022,Nyanza,Beans,134.79,22.37,66.96,5.83,Clay Loam,65.1,9.98,1.134,Maize
03-2022,Nyanza,Maize,143.07,26.56,54.96,6.07,Clay Loam,74.7,6.86,0.942,Maize
03-2022,Nyanza,Beans,203.83,20.6,78.85,5.7,Clay Loam,80.6,9.5,1.378,Maize
03-2022,Nyanza,Beans,165.53,21.83,79.6,5.54,Clay Loam,80.4,2.86,1.163,Maize
03-2022,Western,Millet,129.96,23.47,74.55,6.19,Clay Loam,69.5,0.66,0.917,Tea
03-2022,Western,Maize,122.13,22.65,69.94,5.74,Sandy Loam,29.2,7.03,0.924,Tea
03-2022,Western,Maize,195.78,22.48,64.05,6.22,Sandy Loam,50.1,7.82,0.794,Tea
03-2022,Western,Tea,198.42,25.95,80.95,6.17,Sandy Loam,42.2,3.57,2.913,Tea
03-2022,Western,Beans,165.56,18.64,73.41,5.91,Loam,59.4,4.24,1.118,Tea
03-2022,Western,Maize,170.37,19.02,83.21,5.78,Sandy Loam,43.3,2.41,1.665,Tea
03-2022,Western,Beans,170.14,15.7,73.2,5.53,Clay Loam,74.9,4.75,0.395,Tea
03-2022,Western,Maize,93.96,22.17,80.03,5.67,Clay Loam,68.2,8.13,1.728,Tea
03-2022,Western,Maize,180.47,28.02,82.66,5.76,Loam,63.1,6.39,1.199,Tea
03-2022,Western,Millet,62.09,26.1,71.04,6.18,Loam,45.2,3.53,0.765,Tea
03-2022,Western,Tea,199.99,22.18,83.69,5.93,Clay Loam,71.1,8.89,2.746,Tea
03-2022,Western,Maize,165.33,19.8,99.15,6.37,Loam,44.4,5.23,2.099,Tea
03-2022,Western,Beans,160.74,20.74,71.79,5.87,Clay Loam,56.8,5.37,1.254,Tea
03-2022,Western,Maize,158.46,22.28,77.46,5.8,Clay Loam,64.0,5.63,1.334,Tea
03-2022,Western,Maize,168.39,19.35,76.16,5.29,Clay Loam,60.2,5.78,0.975,Tea
03-2022,Western,Maize,156.35,18.01,70.93,6.01,Loam,54.5,4.03,1.52,Tea
03-2022,Western,Maize,255.79,21.13,73.24,5.28,Sandy Loam,53.0,3.2,0.848,Tea
03-2022,Western,Beans,181.43,17.6,82.96,5.99,Sandy Loam,48.8,6.88,0.576,Tea
03-2022,Western,Maize,128.16,20.44,81.85,5.4,Loam,60.1,3.31,2.089,Tea
03-2022,Western,Millet,144.61,14.27,82.46,6.53,Clay Loam,72.1,3.69,0.892,Tea
03-2022,Western,Beans,251.57,21.61,89.71,5.85,Sandy Loam,56.9,8.41,0.647,Tea
03-2022,Western,Beans,181.35,24.04,79.48,5.71,Loam,68.1,9.33,0.71,Tea
03-2022,Western,Maize,120.47,21.56,80.37,5.81,Loam,54.6,3.78,1.431,Tea
03-2022,Western,Maize,188.46,20.96,88.95,5.11,Clay Loam,72.2,9.47,1.435,Tea
03-2022,Western,Millet,215.89,21.08,74.68,5.94,Loam,50.9,4.63,0.745,Tea
03-2022,Western,Maize,173.37,20.8,66.44,5.94,Sandy Loam,46.6,4.59,1.85,Tea
03-2022,Western,Beans,205.51,18.97,83.35,6.03,Loam,60.2,9.25,0.927,Tea
03-2022,Western,Beans,179.34,21.26,71.81,6.18,Loam,59.4,4.92,1.104,Tea
03-2022,Western,Beans,126.71,19.82,71.47,6.65,Loam,58.0,9.23,0.817,Tea
03-2022,Western,Maize,172.49,19.87,74.79,6.81,Sandy Loam,52.7,2.4,1.382,Tea
03-2022,Western,Maize,143.13,19.97,76.79,5.62,Loam,49.6,2.34,1.549,Tea
03-2022,Western,Tea,232.75,20.12,85.24,5.75,Loam,44.9,3.87,1.625,Tea
03-2022,Western,Maize,240.09,19.34,61.52,6.47,Loam,72.8,4.0,1.423,Tea
03-2022,Eastern,Beans,59.85,21.81,52.47,5.56,Sandy,14.4,2.0,0.724,Maize
03-2022,Eastern,Beans,120.88,24.86,43.99,5.89,Sandy,31.5,8.61,0.637,Maize
03-2022,Eastern,Millet,119.3,20.67,41.75,6.86,Sandy Loam,37.2,2.58,0.915,Maize
03-2022,Eastern,Millet,82.7,26.72,52.5,7.11,Loam,59.0,7.7,0.869,Maize
03-2022,Eastern,Beans,64.4,22.88,44.83,6.69,Loam,50.4,6.78,0.69,Maize
03-2022,Eastern,Millet,98.22,28.04,56.96,6.35,Sandy Loam,20.4,4.87,0.703,Maize
03-2022,Eastern,Millet,89.13,13.56,68.87,7.15,Sandy,22.1,7.44,0.593,Maize
03-2022,Eastern,Millet,76.99,24.21,46.68,6.25,Sandy,17.5,0.74,0.59,Maize
03-2022,Eastern,Maize,119.7,22.43,53.44,5.19,Sandy Loam,50.9,3.38,2.094,Maize
03-2022,Eastern,Maize,52.99,22.72,53.73,6.76,Sandy,37.7,9.38,1.067,Maize
03-2022,Eastern,Beans,76.95,24.15,71.89,5.84,Loam,42.3,6.63,0.897,Maize
03-2022,Eastern,Maize,91.7,32.18,45.3,6.59,Sandy Loam,34.5,4.02,1.721,Maize
03-2022,Eastern,Beans,88.76,29.02,51.74,6.15,Sandy,11.5,5.95,1.027,Maize
03-2022,Eastern,Maize,112.5,32.55,43.73,7.21,Sandy,21.5,9.77,1.498,Maize
03-2022,Eastern,Millet,107.04,30.22,36.92,7.31,Loam,47.5,9.4,0.918,Maize
03-2022,Eastern,Maize,60.25,19.14,34.21,6.38,Sandy Loam,46.7,1.78,1.118,Maize
03-2022,Eastern,Maize,69.09,24.88,41.78,6.38,Sandy,17.9,9.01,1.64,Maize
03-2022,Eastern,Maize,43.01,18.14,43.77,7.07,Sandy,5.0,2.69,2.038,Maize
03-2022,Eastern,Millet,63.88,24.63,46.15,6.78,Loam,67.1,2.61,0.642,Maize
03-2022,Eastern,Beans,57.33,31.65,65.5,6.03,Loam,46.2,7.2,0.433,Maize
03-2022,Eastern,Beans,72.33,22.9,59.51,6.75,Sandy,23.4,7.05,1.093,Maize
03-2022,Eastern,Maize,64.48,24.08,55.82,6.92,Loam,54.0,4.81,0.976,Maize
03-2022,Eastern,Beans,117.42,27.31,73.71,6.16,Sandy,18.2,6.67,0.799,Maize
03-2022,Eastern,Millet,58.35,23.41,54.7,6.6,Loam,45.2,2.92,0.385,Maize
03-2022,Eastern,Beans,89.03,24.92,43.13,5.37,Sandy,27.9,4.12,1.262,Maize
03-2022,Eastern,Millet,33.79,18.34,52.07,5.49,Sandy Loam,39.3,7.58,0.121,Maize
03-2022,Eastern,Beans,90.9,23.77,67.28,6.69,Sandy Loam,33.0,5.61,1.098,Maize
03-2022,Eastern,Maize,78.16,23.55,60.83,6.71,Loam,60.2,5.29,2.106,Maize
03-2022,Eastern,Beans,69.96,21.14,33.71,5.92,Loam,51.2,4.03,0.571,Maize
03-2022,Eastern,Beans,48.71,15.15,13.86,6.67,Loam,46.1,3.98,0.936,Maize
03-2022,Eastern,Beans,51.94,28.86,55.69,6.81,Sandy Loam,42.2,4.19,1.035,Maize
03-2022,Eastern,Maize,61.39,19.76,30.84,5.36,Loam,51.1,6.68,1.159,Maize
03-2022,Eastern,Maize,74.39,21.55,56.34,6.65,Sandy,27.0,6.86,1.611,Maize
03-2022,Coastal,Beans,161.1,31.84,74.33,5.57,Sandy Loam,28.9,6.25,0.439,Maize
03-2022,Coastal,Maize,123.32,27.36,85.86,5.75,Clay Loam,70.6,7.55,1.552,Maize
03-2022,Coastal,Maize,256.52,26.54,79.42,6.21,Sandy Loam,48.3,8.72,0.866,Maize
03-2022,Coastal,Beans,118.09,27.22,85.42,6.84,Sandy Loam,37.7,2.76,0.864,Maize
03-2022,Coastal,Beans,121.15,26.14,73.38,6.76,Sandy,10.8,7.49,0.491,Maize
03-2022,Coastal,Maize,104.05,28.86,79.42,5.97,Sandy,26.1,7.44,1.828,Maize
03-2022,Coastal,Maize,64.07,27.33,87.56,5.56,Sandy,14.4,2.26,1.71,Maize
03-2022,Coastal,Maize,225.04,27.04,74.8,4.78,Clay Loam,90.4,8.12,0.846,Maize
03-2022,Coastal,Maize,126.21,27.19,82.62,5.91,Clay Loam,71.0,6.86,1.899,Maize
03-2022,Coastal,Maize,123.86,28.41,88.0,6.02,Clay Loam,73.4,0.77,0.911,Maize
03-2022,Coastal,Maize,144.04,25.81,85.99,6.02,Sandy,21.0,3.32,1.615,Maize
03-2022,Coastal,Millet,132.16,28.5,87.69,6.24,Sandy,23.2,4.49,0.863,Maize
03-2022,Coastal,Maize,140.54,30.01,91.5,5.77,Sandy,32.6,7.86,1.98,Maize
03-2022,Coastal,Maize,77.81,25.79,78.29,6.1,Sandy,35.0,8.27,0.792,Maize
03-2022,Coastal,Maize,165.67,29.5,72.66,5.78,Clay Loam,57.3,4.67,1.446,Maize
03-2022,Coastal,Millet,95.98,30.04,84.56,6.6,Clay Loam,67.2,6.0,0.747,Maize
03-2022,Coastal,Beans,169.83,28.22,77.73,5.88,Sandy,28.3,4.7,0.418,Maize
03-2022,Coastal,Beans,23.34,31.31,82.4,6.16,Sandy Loam,33.7,8.95,0.511,Maize
03-2022,Coastal,Maize,169.2,27.99,81.63,5.34,Sandy,20.2,7.46,1.214,Maize
03-2022,Coastal,Millet,177.37,29.01,72.89,5.3,Clay Loam,72.9,0.71,1.08,Maize
03-2022,Coastal,Maize,133.99,28.24,92.3,5.69,Sandy,22.8,7.22,1.127,Maize
03-2022,Coastal,Beans,83.14,31.28,86.89,5.95,Clay Loam,62.7,2.47,0.991,Maize
03-2022,Coastal,Millet,183.12,25.86,81.01,6.0,Sandy,18.5,8.65,0.654,Maize
03-2022,Coastal,Millet,179.4,26.89,76.58,6.01,Sandy,41.7,7.92,1.067,Maize
03-2022,Coastal,Maize,53.51,28.42,78.1,6.8,Sandy Loam,38.2,2.27,1.729,Maize
03-2022,Coastal,Beans,60.87,26.92,80.85,5.86,Sandy Loam,30.9,5.97,0.847,Maize
03-2022,Coastal,Millet,118.01,26.84,83.89,6.38,Clay Loam,88.3,2.42,0.781,Maize
03-2022,Coastal,Maize,97.6,26.32,78.12,5.88,Sandy,35.6,3.9,2.0,Maize
03-2022,Coastal,Maize,74.23,26.16,78.48,5.52,Sandy,26.9,9.47,0.903,Maize
03-2022,Coastal,Maize,207.26,32.82,72.77,6.17,Sandy,41.7,6.18,0.957,Maize
03-2022,Coastal,Maize,80.75,28.2,84.66,5.57,Sandy Loam,44.6,2.84,1.217,Maize
03-2022,Coastal,Millet,194.25,26.92,70.13,6.36,Sandy,30.6,1.4,0.799,Maize
03-2022,Coastal,Maize,13.03,28.31,86.27,5.68,Clay Loam,57.1,2.33,1.157,Millet
03-2022,North Eastern,Millet,13.73,28.12,35.84,7.85,Sandy,23.8,4.67,0.1,Millet
03-2022,North Eastern,Millet,63.59,27.95,39.2,7.69,Sandy,18.0,0.64,0.658,Millet
03-2022,North Eastern,Millet,24.66,32.96,36.56,7.41,Sandy Loam,35.2,4.07,0.21,Millet
03-2022,North Eastern,Millet,25.72,30.15,22.95,7.1,Sandy Loam,26.6,4.98,0.05,Millet
03-2022,North Eastern,Millet,43.77,32.9,40.09,6.15,Sandy Loam,39.3,7.88,0.13,Millet
03-2022,North Eastern,Millet,37.82,32.61,25.33,6.62,Sandy,20.9,1.35,0.227,Millet
03-2022,North Eastern,Millet,43.58,28.37,19.34,7.96,Sandy,26.5,2.9,0.346,Millet
03-2022,North Eastern,Millet,44.87,32.94,31.13,7.24,Sandy Loam,47.8,8.22,0.19,Millet
03-2022,North Eastern,Millet,47.29,37.65,30.68,7.65,Sandy Loam,42.6,1.84,0.328,Millet
03-2022,North Eastern,Millet,45.74,33.22,34.01,6.51,Sandy Loam,34.2,8.34,0.315,Millet
03-2022,North Eastern,Millet,15.34,32.52,28.22,7.22,Sandy,38.0,4.79,0.058,Millet
03-2022,North Eastern,Millet,16.48,30.92,48.56,7.28,Sandy,19.6,5.21,0.413,Millet
03-2022,North Eastern,Millet,60.83,32.65,32.56,7.14,Sandy Loam,42.9,9.07,0.43,Millet
03-2022,North Eastern,Millet,50.33,35.88,32.05,7.33,Sandy,23.3,1.62,0.207,Millet
03-2022,North Eastern,Millet,33.33,30.06,23.48,6.41,Sandy Loam,43.9,2.94,0.257,Millet
03-2022,North Eastern,Millet,35.4,38.08,43.72,7.15,Sandy Loam,36.5,4.36,0.18,Millet
03-2022,North Eastern,Millet,40.55,29.32,28.22,6.75,Sandy,15.8,1.1,0.24,Millet
03-2022,North Eastern,Millet,14.51,29.56,31.69,7.37,Sandy,5.6,8.46,0.276,Millet
03-2022,North Eastern,Millet,18.67,32.28,35.65,7.54,Sandy,52.8,7.74,0.16,Millet
03-2022,North Eastern,Millet,75.0,31.13,43.75,6.23,Sandy,20.1,3.62,0.583,Millet
03-2022,North Eastern,Millet,35.79,33.45,24.79,6.84,Sandy,30.5,9.7,0.6,Millet
03-2022,North Eastern,Millet,17.45,23.07,26.38,7.4,Sandy,38.0,6.22,0.05,Millet
03-2022,North Eastern,Millet,25.79,33.25,30.25,8.13,Sandy,24.9,7.39,0.05,Millet
03-2022,North Eastern,Millet,77.12,37.29,36.52,7.67,Sandy,30.5,7.61,0.375,Millet
03-2022,North Eastern,Millet,31.0,30.61,34.61,8.39,Sandy Loam,59.1,6.7,0.471,Millet
03-2022,North Eastern,Millet,52.14,31.9,29.73,7.5,Sandy,19.4,8.7,0.625,Millet
03-2022,North Eastern,Millet,54.04,33.94,28.43,7.27,Sandy,21.1,7.85,0.188,Millet
03-2022,North Eastern,Millet,54.19,35.24,15.45,7.45,Sandy Loam,26.0,8.46,0.274,Millet
03-2022,North Eastern,Millet,0.0,33.84,33.78,7.39,Sandy Loam,38.0,4.22,0.161,Millet
03-2022,North Eastern,Millet,3.01,34.69,42.22,7.1,Sandy Loam,44.5,5.31,0.272,Millet
03-2022,North Eastern,Millet,28.46,34.54,34.44,7.38,Sandy Loam,25.6,3.01,0.223,Millet
03-2022,North Eastern,Millet,41.04,33.37,23.15,6.15,Sandy Loam,30.8,8.55,0.19,Millet
03-2022,North Eastern,Millet,41.05,33.03,28.61,6.97,Sandy Loam,49.9,8.11,0.441,Millet
04-2022,Central,Beans,133.81,20.97,83.38,5.9,Clay Loam,74.2,3.92,1.197,Tea
04-2022,Central,Coffee,114.81,14.44,71.39,7.19,Clay Loam,70.5,9.23,0.922,Tea
04-2022,Central,Beans,181.66,17.85,77.92,5.15,Sandy Loam,39.0,8.76,0.788,Tea
04-2022,Central,Beans,124.08,15.89,77.41,5.96,Clay Loam,74.5,2.91,0.659,Tea
04-2022,Central,Potatoes,81.62,16.45,61.46,6.13,Clay Loam,80.9,3.11,4.761,Tea
04-2022,Central,Potatoes,103.01,16.19,93.06,6.27,Clay Loam,66.5,0.55,4.803,Tea
04-2022,Central,Maize,201.0,18.62,66.94,6.23,Loam,51.6,3.15,1.843,Tea
04-2022,Central,Tea,92.05,17.23,79.18,6.15,Sandy Loam,29.5,9.78,3.155,Tea
04-2022,Central,Maize,97.16,19.09,75.72,5.76,Sandy Loam,56.3,8.74,0.812,Tea
04-2022,Central,Beans,185.62,19.49,74.41,6.68,Clay Loam,80.6,2.18,0.642,Tea
04-2022,Central,Maize,97.5,18.68,59.3,6.0,Loam,42.3,4.52,1.312,Tea
04-2022,Central,Maize,93.98,15.6,64.65,6.13,Clay Loam,81.1,3.56,1.571,Tea
04-2022,Central,Tea,177.02,19.47,68.39,6.23,Clay Loam,68.5,6.06,1.361,Tea
04-2022,Central,Beans,106.79,16.23,71.29,6.01,Clay Loam,66.0,8.65,1.115,Tea
04-2022,Central,Maize,135.44,14.86,69.53,6.27,Clay Loam,91.9,5.71,1.911,Tea
04-2022,Central,Coffee,127.15,19.58,88.84,6.54,Clay Loam,65.7,1.48,1.508,Tea
04-2022,Central,Coffee,79.24,18.68,66.43,6.27,Clay Loam,75.7,3.75,0.881,Tea
04-2022,Central,Tea,160.42,14.77,75.26,6.15,Clay Loam,79.2,9.08,2.918,Tea
04-2022,Central,Potatoes,74.46,17.78,63.91,5.35,Sandy Loam,40.6,9.79,4.797,Tea
04-2022,Central,Beans,143.67,16.14,61.06,6.2,Clay Loam,69.6,6.97,0.919,Tea
04-2022,Central,Maize,74.27,19.08,75.39,5.82,Loam,59.1,2.82,1.242,Tea
04-2022,Central,Maize,130.68,19.17,80.88,5.91,Loam,63.4,7.7,1.9,Tea
04-2022,Central,Maize,177.22,17.19,71.65,5.56,Sandy Loam,31.3,2.67,1.384,Tea
04-2022,Central,Beans,176.18,21.34,83.48,6.4,Clay Loam,65.0,7.53,1.164,Tea
04-2022,Central,Maize,121.35,16.53,69.1,6.58,Loam,54.8,8.57,1.487,Tea
04-2022,Central,Potatoes,90.0,19.87,78.53,6.15,Clay Loam,64.4,1.33,3.183,Tea
04-2022,Central,Maize,145.95,18.2,66.53,6.7,Clay Loam,78.8,2.37,1.426,Tea
04-2022,Central,Coffee,170.09,17.6,84.64,6.0,Clay Loam,69.1,3.77,1.112,Tea
04-2022,Central,Potatoes,99.84,18.39,81.89,6.01,Sandy Loam,29.5,1.25,4.548,Tea
04-2022,Central,Tea,122.61,18.58,79.78,6.16,Clay Loam,71.0,6.58,2.212,Tea
04-2022,Central,Coffee,128.14,20.05,71.08,6.0,Clay Loam,76.1,6.18,0.747,Tea
04-2022,Central,Tea,137.74,20.89,77.94,5.82,Sandy Loam,38.2,4.81,3.121,Tea
04-2022,Central,Potatoes,64.79,19.02,70.17,5.76,Sandy Loam,40.4,6.5,3.405,Tea
04-2022,Rift Valley,Wheat,113.38,19.15,52.7,5.67,Clay Loam,67.1,4.83,1.81,Tea
04-2022,Rift Valley,Wheat,53.0,18.63,64.21,6.34,Volcanic,64.2,8.75,1.899,Tea
04-2022,Rift Valley,Wheat,84.32,14.91,51.14,5.59,Sandy Loam,35.4,2.07,1.361,Tea
04-2022,Rift Valley,Beans,104.05,14.55,50.07,4.99,Loam,41.8,1.61,1.07,Tea
04-2022,Rift Valley,Maize,78.97,26.78,62.16,5.38,Sandy Loam,38.8,1.29,0.894,Tea
04-2022,Rift Valley,Maize,111.63,19.16,56.5,5.17,Clay Loam,68.6,4.44,1.432,Tea
04-2022,Rift Valley,Potatoes,106.83,22.14,58.34,5.89,Sandy Loam,25.3,2.0,5.015,Tea
04-2022,Rift Valley,Wheat,100.21,20.38,60.42,6.05,Clay Loam,67.7,6.87,1.127,Tea
04-2022,Rift Valley,Maize,60.99,23.42,62.46,6.1,Volcanic,62.2,2.31,1.188,Tea
04-2022,Rift Valley,Wheat,97.66,24.54,45.87,5.76,Clay Loam,52.9,2.87,1.785,Tea
04-2022,Rift Valley,Millet,94.76,11.65,57.72,5.36,Volcanic,55.2,9.06,0.67,Tea
04-2022,Rift Valley,Millet,123.93,23.34,53.42,5.59,Sandy Loam,41.8,4.89,0.676,Tea
04-2022,Rift Valley,Wheat,57.36,19.65,57.53,6.7,Clay Loam,70.6,2.74,1.763,Tea
04-2022,Rift Valley,Potatoes,39.07,22.39,68.74,6.75,Loam,63.9,5.75,4.717,Tea
04-2022,Rift Valley,Maize,118.78,14.93,63.78,6.09,Clay Loam,63.1,7.51,1.202,Tea
04-2022,Rift Valley,Wheat,137.01,19.76,56.27,5.86,Clay Loam,68.3,6.92,2.144,Tea
04-2022,Rift Valley,Wheat,146.51,15.51,53.19,6.47,Loam,63.8,0.83,0.752,Tea
04-2022,Rift Valley,Beans,100.12,21.66,61.86,5.51,Clay Loam,75.7,8.94,0.945,Tea
04-2022,Rift Valley,Maize,75.41,22.45,65.97,6.03,Volcanic,39.8,5.05,1.013,Tea
04-2022,Rift Valley,Maize,84.68,13.97,61.54,5.47,Volcanic,66.2,2.07,0.817,Tea
04-2022,Rift Valley,Millet,77.91,20.44,59.44,6.07,Clay Loam,68.2,0.5,0.715,Tea
04-2022,Rift Valley,Potatoes,186.78,17.97,47.05,6.15,Volcanic,68.8,7.29,4.448,Tea
04-2022,Rift Valley,Maize,72.93,23.43,67.61,5.68,Volcanic,58.2,6.32,0.985,Tea
04-2022,Rift Valley,Beans,116.05,20.66,76.97,6.32,Volcanic,64.5,7.81,1.246,Tea
04-2022,Rift Valley,Wheat,73.36,19.47,59.42,5.52,Volcanic,67.1,6.75,1.022,Tea
04-2022,Rift Valley,Wheat,94.11,19.0,65.01,6.74,Clay Loam,75.4,10.0,1.211,Tea
04-2022,Rift Valley,Wheat,132.38,20.97,66.1,6.07,Volcanic,71.8,5.4,1.406,Tea
04-2022,Rift Valley,Potatoes,131.98,22.27,57.63,5.92,Clay Loam,72.8,1.17,4.095,Tea
04-2022,Rift Valley,Maize,73.12,21.35,70.77,6.55,Loam,61.3,8.29,1.388,Tea
04-2022,Rift Valley,Beans,118.46,15.84,74.31,6.19,Loam,53.1,1.67,1.22,Tea
04-2022,Rift Valley,Tea,74.25,21.67,46.48,6.49,Sandy Loam,50.4,6.48,1.734,Tea
04-2022,Rift Valley,Wheat,102.53,20.42,66.08,6.75,Loam,44.4,1.79,1.327,Tea
04-2022,Rift Valley,Beans,105.7,17.15,63.77,5.97,Clay Loam,65.7,3.65,0.908,Tea
04-2022,Nyanza,Maize,143.76,24.23,71.6,5.44,Clay Loam,80.7,9.02,1.503,Maize
04-2022,Nyanza,Beans,103.75,19.06,77.54,5.99,Clay Loam,67.6,4.18,1.101,Maize
04-2022,Nyanza,Maize,103.2,21.69,78.69,6.24,Sandy Loam,44.3,6.01,1.106,Maize
04-2022,Nyanza,Maize,130.92,21.19,75.26,5.85,Clay,68.6,1.32,1.299,Maize
04-2022,Nyanza,Beans,177.6,21.51,79.04,5.58,Clay Loam,60.4,5.37,1.058,Maize
04-2022,Nyanza,Maize,168.37,20.02,67.71,6.02,Clay Loam,62.3,9.53,0.994,Maize
04-2022,Nyanza,Beans,160.92,22.05,71.96,5.56,Sandy Loam,37.8,9.12,0.544,Maize
04-2022,Nyanza,Maize,122.8,24.78,72.96,4.58,Clay,75.7,2.07,1.87,Maize
04-2022,Nyanza,Millet,141.81,20.58,77.12,5.5,Sandy Loam,52.8,2.45,0.734,Maize
04-2022,Nyanza,Beans,177.31,23.91,72.34,5.35,Clay,99.6,1.96,1.112,Maize
04-2022,Nyanza,Beans,165.45,25.86,81.08,5.38,Clay,81.2,4.09,1.07,Maize
04-2022,Nyanza,Beans,185.22,22.43,68.19,4.97,Clay,100.0,9.14,0.859,Maize
04-2022,Nyanza,Beans,221.13,22.68,90.31,5.72,Sandy Loam,58.2,5.75,1.109,Maize
04-2022,Nyanza,Beans,116.99,20.91,75.58,5.71,Sandy Loam,48.4,4.14,0.813,Maize
04-2022,Nyanza,Maize,133.43,21.06,70.43,5.84,Clay Loam,72.1,0.87,1.562,Maize
04-2022,Nyanza,Millet,166.06,23.89,70.16,5.49,Clay Loam,79.4,2.45,0.725,Maize
04-2022,Nyanza,Beans,188.84,23.57,70.24,6.05,Clay Loam,60.4,8.46,0.624,Maize
04-2022,Nyanza,Maize,184.12,20.95,83.59,6.2,Clay,90.2,6.79,0.951,Maize
04-2022,Nyanza,Millet,77.94,22.31,74.42,5.71,Clay Loam,77.5,9.41,0.635,Maize
04-2022,Nyanza,Millet,126.32,21.07,80.19,5.84,Clay Loam,61.9,9.72,0.502,Maize
04-2022,Nyanza,Maize,158.87,23.42,78.27,5.61,Clay,94.2,1.59,1.776,Maize
04-2022,Nyanza,Maize,90.08,21.63,80.41,6.86,Sandy Loam,35.8,6.51,1.909,Maize
04-2022,Nyanza,Millet,78.89,21.63,79.37,6.02,Clay,76.7,9.69,0.8,Maize
04-2022,Nyanza,Maize,241.92,22.39,82.63,4.6,Clay,86.5,9.22,1.495,Maize
04-2022,Nyanza,Maize,164.51,24.87,79.21,6.16,Sandy Loam,43.0,9.36,1.186,Maize
04-2022,Nyanza,Beans,156.1,17.97,89.48,5.51,Sandy Loam,39.7,5.08,1.004,Maize
04-2022,Nyanza,Beans,138.01,25.29,71.19,6.28,Sandy Loam,47.3,1.39,0.652,Maize
04-2022,Nyanza,Maize,105.52,19.31,86.59,5.6,Sandy Loam,39.6,8.75,1.708,Maize
04-2022,Nyanza,Maize,171.41,21.9,65.4,5.8,Clay Loam,67.1,1.9,1.667,Maize
04-2022,Nyanza,Millet,130.17,23.93,62.67,5.26,Clay,91.6,6.5,0.841,Maize
04-2022,Nyanza,Maize,203.25,22.95,74.99,5.45,Clay,81.2,4.9,2.226,Maize
04-2022,Nyanza,Maize,102.86,22.48,64.1,6.04,Sandy Loam,60.0,4.98,2.14,Maize
04-2022,Nyanza,Maize,114.84,20.86,79.32,5.65,Clay Loam,58.0,6.04,1.199,Maize
04-2022,Western,Maize,179.56,21.51,79.32,5.65,Clay Loam,65.0,3.75,1.16,Tea
04-2022,Western,Maize,166.98,16.42,73.82,6.01,Sandy Loam,49.5,9.34,1.133,Tea
04-2022,Western,Millet,202.32,19.72,74.59,5.67,Sandy Loam,49.2,7.52,0.647,Tea
04-2022,Western,Beans,221.08,19.39,72.08,5.65,Sandy Loam,33.0,0.65,1.162,Tea
04-2022,Western,Tea,165.61,28.83,78.76,5.97,Sandy Loam,42.9,7.66,2.035,Tea
04-2022,Western,Beans,126.4,25.18,80.57,5.95,Loam,49.6,8.87,0.529,Tea
04-2022,Western,Maize,69.38,18.56,85.65,5.72,Sandy Loam,40.1,3.68,2.094,Tea
04-2022,Western,Tea,116.38,19.45,73.75,5.39,Loam,61.4,5.58,1.432,Tea
04-2022,Western,Tea,133.61,21.76,72.95,6.72,Clay Loam,65.9,4.82,1.37,Tea
04-2022,Western,Beans,170.8,18.8,82.41,5.71,Clay Loam,65.7,0.94,0.891,Tea
04-2022,Western,Beans,102.07,17.82,67.83,6.19,Clay Loam,65.9,8.76,1.135,Tea
04-2022,Western,Maize,144.97,22.29,65.11,6.25,Sandy Loam,39.8,0.65,1.089,Tea
04-2022,Western,Maize,137.32,21.09,78.9,5.87,Sandy Loam,32.3,4.36,1.571,Tea
